artist,artistLabel,birthPlaceLabel,coordsBP,coordsBPPast,pic,causeLabel,signat,plBurialLabel,plBurialCoords,plBurialCoordsPast,deathDate,generated
http://www.wikidata.org/entity/Q440369,Maurice Denis,Granville,"52.216666666, 21.033333333","-1.586944444,48.838055555",http://commons.wikimedia.org/wiki/Special:FilePath/115%20Maurice%20Denis%20Portrait%20de%20l%27artiste%20%C3%A0%20l%27%C3%A2ge%20de%2018%20ans.jpg,,,ancient cemetery of Saint-Germain-en-Laye,"48.805833333,2.309166666","48.9005893,2.0801601",1943-11-13,0
http://www.wikidata.org/entity/Q3562681,Abidin Dino,Istanbul,"8.116666666, -63.55","28.960277777,41.01",http://commons.wikimedia.org/wiki/Special:FilePath/Abidin%20dino%20statue%20detail.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Abidin%20dino%20signature.svg,Aşiyan Asri Cemetery,"48.838055555,2.326944444","41.0828437,29.0533661",1993-12-07,1
http://www.wikidata.org/entity/Q271743,Toyen,Smíchov,"48.856577777, 2.351827777","14.405556,50.075278",http://commons.wikimedia.org/wiki/Special:FilePath/Toyen1930.jpg,,,Batignolles Cemetery,"48.861944444,2.394166666","48.8967048,2.3117463",1980-11-09,2
http://www.wikidata.org/entity/Q319861,Alexandre Benois,Saint Petersburg,"48.692777777, 6.183611111","30.316666666,59.95",http://commons.wikimedia.org/wiki/Special:FilePath/Benua%20Bakst.jpg,,,Batignolles Cemetery,"48.861944444,2.394166666","48.8967048,2.3117464",1960-02-09,3
http://www.wikidata.org/entity/Q3293770,Marius Borgeaud,Lausanne,"50.025555555, 5.374166666","6.633333333,46.533333333",http://commons.wikimedia.org/wiki/Special:FilePath/Marius%20Borgeaud.jpg,,,Batignolles Cemetery,"48.861944444,2.394166666","48.8967048,2.3117465",1924-07-16,4
http://www.wikidata.org/entity/Q3301193,Maurice Neumont,Paris,"50.025555555, 5.374166666","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20Neumont.jpg,,,Batignolles Cemetery,"48.861944444,2.394166666","48.8967048,2.3117466",1930-02-10,5
http://www.wikidata.org/entity/Q1366826,Léon Dierx,Saint-Denis,"46.9275, 26.370833333","55.448055555,-20.878888888",http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Dierx%20by%20Dornac%20%28cropped%29.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Envoi%20L%C3%A9on%20Dierx.JPG,Batignolles Cemetery,"48.887777777,2.330277777","48.8967048,2.3117467",1912-06-12,6
http://www.wikidata.org/entity/Q3103159,Georges Maroniez,Douai,"44.035555555, 4.997222222","3.079166666,50.370833333",http://commons.wikimedia.org/wiki/Special:FilePath/G.Maroniez.jpg,,,Cambrai (Route De Solesmes) Communal Cemetery,"48.887777777,2.330277777","50.1368979,3.0131135",1933-12-11,7
http://www.wikidata.org/entity/Q52550243,Gabriel Coffinières de Nordeck,Montpellier,"44.837777777, -0.579444444","3.877230555,43.610919444",http://commons.wikimedia.org/wiki/Special:FilePath/Coffinieres%20de%20Nordeck%2C%20Gabriel.jpg,,,Castelnaudary,"48.887777777,2.330277777","43.2923294,1.9823047",1898-03-06,8
http://www.wikidata.org/entity/Q2871362,Auguste Pointelin,Arbois,"45.758888888, 4.841388888","5.773888888,46.902777777",http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20d%27Auguste%20Pointelin%20%C3%A0%20Mont-sous-Vaudrey.JPG,,,cemetery of Mont-sous-Vaudrey,"48.861944444,2.394166666","46.9888835,5.250423",1933-04-09,9
http://www.wikidata.org/entity/Q2274629,Antonin Mercié,Toulouse,"48.804444444, 6.342222222","1.443888888,43.604444444",http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20Antonin%20Merci%C3%A9-%20027262-D%20006411.jpg,,,Cemetery of Terre Cabade,"48.887777777,2.330277777","43.606993,1.4581446",1916-12-13,10
http://www.wikidata.org/entity/Q362003,Giovanni Boldini,Ferrara,"48.856577777, 2.351827777","11.619865,44.835297",http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Boldini.jpg,,,Certosa of Ferrara,"48.861944444,2.394166666","44.8443418,11.6232859",1931-01-12,11
http://www.wikidata.org/entity/Q466639,Olga Boznańska,Kraków,"41.316666666, 16.283333333","19.95,50.066666666",http://commons.wikimedia.org/wiki/Special:FilePath/Olga%20Bozna%C5%84ska%2C%20Autoportret.jpg,,,Champeaux cemetery of Montmorency,"48.861944444,2.394166666","48.993976,2.3213893",1940-10-26,12
http://www.wikidata.org/entity/Q1715115,Józef Szermentowski,Bodzentyn,"43.610919444, 3.877230555","20.966666666,50.95",http://commons.wikimedia.org/wiki/Special:FilePath/Jozef%20Szermentowski.png,,,Champeaux cemetery of Montmorency,"41.893055555,12.482777777","2.1925,48.5938",1876-09-06,13
http://www.wikidata.org/entity/Q277738,Jean-Marc Nattier,Paris,"43.610919444, 3.877230555","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Tocqu%C3%A9%2C%20Jean-Marc%20Nattier%20%281740s%29.jpg,,,Church of Saint Eustace,"48.846111111,2.345833333","2.345,48.863333333",1766-11-07,14
http://www.wikidata.org/entity/Q517622,Mela Muter,Warsaw,"48.856577777, 2.351827777","21.033333333,52.216666666",http://commons.wikimedia.org/wiki/Special:FilePath/Boles%C5%82aw%20Nawrocki%20-%20Portret%20Meli%20Muter.jpg,,,Cimetière de Bagneux,"48.861944444,2.394166666","2.309166666,48.805833333",1967-01-01,15
http://www.wikidata.org/entity/Q156386,Henri Rousseau,Laval,"43.731245, 7.419744","-0.77,48.072777777",http://commons.wikimedia.org/wiki/Special:FilePath/Douanier%20Rousseau%20Dornac.jpg,gangrene,http://commons.wikimedia.org/wiki/Special:FilePath/Rousseau%20Henri%20autograph%20cropped.png,Cimetière de Bagneux,"48.861944444,2.394166666","2.309166666,48.805833333",1910-09-02,16
http://www.wikidata.org/entity/Q235605,Jeanne Hébuterne,Meaux,"43.259166666, 2.945833333","2.887777777,48.959444444",http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Hebuterne.jpg,,,Cimetière de Bagneux,"43.288611111,2.971388888","2.309166666,48.805833333",1920-01-26,17
http://www.wikidata.org/entity/Q243127,Aurélie Nemours,Paris,"50.942222222, 6.957777777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Aur%C3%A9lie%20Nemours%20%281995%29.png,,,Cimetière de Bagneux,"48.861944444,2.394166666","2.309166666,48.805833333",2005-01-27,18
http://www.wikidata.org/entity/Q443779,María Blanchard,Santander,"46.533333333, 6.633333333","-3.8,43.466666666",http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Blanchard%20dando%20clase.jpg,tuberculosis,,Cimetière de Bagneux,"48.888963888,2.339222222","2.309166666,48.805833333",1932-04-05,19
http://www.wikidata.org/entity/Q2446744,Pyotr Nilus,Podolia Governorate,"47.748611111, 26.669444444","26.583333333,48.666666666",http://commons.wikimedia.org/wiki/Special:FilePath/Piotr%20Nilus.png,,,Cimetière de Bagneux,"48.862444444,2.395888888","2.309166666,48.805833333",1943-05-23,20
http://www.wikidata.org/entity/Q1362480,Yury Annenkov,Petropavl,"49.494166666, 0.108055555","69.140833333,54.862222222",http://commons.wikimedia.org/wiki/Special:FilePath/Yuri%20Annenkov%20%28self-portrait%2C%201910%20GRM%29.jpg,,,Cimetière de Bagneux,"48.838055555,2.326944444","2.309166666,48.805833333",1974-07-12,21
http://www.wikidata.org/entity/Q264193,Émile Bernard,Lille,"48.804722222, 2.134166666","3.0575,50.631944444",http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20-%20Portrait%20de%20%C3%89mile%20Bernard.jpg,,,Cimetière de Pantin,"48.861944444,2.394166666","2.415,48.885",1941-04-16,22
http://www.wikidata.org/entity/Q2830957,Albert Bettannier,Metz,"50.088611111, 14.421388888","6.176944444,49.119722222",http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Bettannier%20grave%20paris%20vaugirard.jpg,,,Cimetière de Vaugirard,"50.080555555,14.470555555","2.28444,48.8383",1932-11-17,23
http://www.wikidata.org/entity/Q1898155,Nicolas Eekman,Brussels,"50.533611111, 2.807222222","4.3525,50.846666666",http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Eekman.jpg,,,Cimetière parisien d'Ivry,"48.861944444,2.394166666","2.36781,48.8118",1973-11-13,24
http://www.wikidata.org/entity/Q437939,Erika Abels d'Albert,Berlin,"48.856577777, 2.351827777","13.383333333,52.516666666",http://commons.wikimedia.org/wiki/Special:FilePath/Abels%20d%20Albert%20Erika%20NEU%20Wiener%20Illistrierte%20Zeitung%208%20Feb%201920.jpg,,,Cimetière parisien de Thiais,"48.861944444,2.394166666","2.375,48.763",1975-01-01,25
http://www.wikidata.org/entity/Q187166,Antonin Artaud,Occitania,"48.856577777, 2.351827777","2.87806,44.3",http://commons.wikimedia.org/wiki/Special:FilePath/Antonin%20Artaud%201926.jpg,colorectal cancer,,Cimetière Saint-Pierre,"48.861944444,2.394166666","5.41251,43.2912",1948-03-04,26
http://www.wikidata.org/entity/Q187166,Antonin Artaud,Marseille,"48.856577777, 2.351827777","5.38107,43.29695",http://commons.wikimedia.org/wiki/Special:FilePath/Antonin%20Artaud%201926.jpg,colorectal cancer,,Cimetière Saint-Pierre,"48.861944444,2.394166666","5.41251,43.2912",1948-03-04,27
http://www.wikidata.org/entity/Q187166,Antonin Artaud,Marseille,"51.216666666, 4.4","5.376388888,43.296666666",http://commons.wikimedia.org/wiki/Special:FilePath/Antonin%20Artaud%201926.jpg,colorectal cancer,,Cimetière Saint-Pierre,"48.887777777,2.330277777","5.41251,43.2912",1948-03-04,28
http://www.wikidata.org/entity/Q360010,Pierre Mignard,Troyes,"50.498333333, 10.391666666","4.078055555,48.298888888",http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Mignard%20-%20Self-portrait.png,,,Couvent des Jacobins de la rue Saint-Jacques,"48.861944444,2.394166666","2.3432,48.8472",1695-05-30,29
http://www.wikidata.org/entity/Q708473,Isidore Isou,Botoșani,"47.083611111, 2.395555555","26.669444444,47.748611111",http://commons.wikimedia.org/wiki/Special:FilePath/Ter%208.jpg,,,Crématorium-columbarium du Père-Lachaise,"48.8625,2.285277777","2.395888888,48.862444444",2007-07-28,30
http://www.wikidata.org/entity/Q154842,Max Ernst,Brühl,"43.55, 10.316666666","6.9,50.833333333",http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%201976.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%20Signature.svg,Crématorium-columbarium du Père-Lachaise,"48.861944444,2.394166666","2.395888888,48.862444444",1976-04-01,31
http://www.wikidata.org/entity/Q274255,Édouard Bénédictus,Paris,"43.55, 10.316666666","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Benedictus.jpg,,,Crématorium-columbarium du Père-Lachaise,"48.861944444,2.394166666","2.395888888,48.862444444",1930-01-28,32
http://www.wikidata.org/entity/Q476100,Roman Cieślewicz,Lviv,"43.55, 10.316666666","24.014166666,49.83",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Roman%20Cieslewicz.tiff,,,Crématorium-columbarium du Père-Lachaise,"48.861944444,2.394166666","2.395888888,48.862444444",1996-01-21,33
http://www.wikidata.org/entity/Q3229010,Leff Schultz,Rostov-on-Don,"43.55, 10.316666666","39.716666666,47.233333333",http://commons.wikimedia.org/wiki/Special:FilePath/LASchultz%20002.jpg,,,Crématorium-columbarium du Père-Lachaise,"48.861944444,2.394166666","2.395888888,48.862444444",1970-12-25,34
http://www.wikidata.org/entity/Q15970956,Philippe Honoré,Vichy,"48.856577777, 2.351827777","3.425833333,46.126944444",http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Honor%C3%A9%2C%20dessinateur%20de%20Charlie%20Hebdo.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Signature%20honore.png,Crématorium-columbarium du Père-Lachaise,"48.861944444,2.394166666","2.395888888,48.862444444",2015-01-07,35
http://www.wikidata.org/entity/Q47900,Nestor Makhno,Huliaipole,"43.658055555, 6.925277777","36.263171611,47.664436326",http://commons.wikimedia.org/wiki/Special:FilePath/1921.%20%D0%9D%D0%B5%D1%81%D1%82%D0%BE%D1%80%20%D0%9C%D0%B0%D1%85%D0%BD%D0%BE%20%D0%B2%20%D0%BB%D0%B0%D0%B3%D0%B5%D1%80%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%B5%D1%80%D0%B5%D0%BC%D0%B5%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D1%85%20%D0%BB%D0%B8%D1%86%20%D0%B2%20%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D0%B8.jpg,tuberculosis,,Crématorium-columbarium du Père-Lachaise,"48.865327,2.332608","2.395888888,48.862444444",1934-07-06,36
http://www.wikidata.org/entity/Q3057146,Ernest Quost,Avallon,"18.35, -64.95","3.908333333,47.49",http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Quost%20par%20Nadar.jpg,,,France,"48.861944444,2.394166666","2.0,47.0",1931-03-24,37
http://www.wikidata.org/entity/Q3130641,Henri Beau,Montreal,"48.856388888, 2.326388888","-73.555,45.508056",http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Beau.jpg,,,France,"48.861944444,2.394166666","2.0,47.0",1949-05-15,38
http://www.wikidata.org/entity/Q274901,Carolus-Duran,Lille,"48.856577777, 2.351827777","3.0575,50.631944444",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Carolus-Duran.jpg,,,Fréjus,"48.861944444,2.394166666","6.735555555,43.433055555",1917-02-17,39
http://www.wikidata.org/entity/Q4150307,Jāzeps Grosvalds,Riga,"48.856577777, 2.351827777","24.106944444,56.9475",http://commons.wikimedia.org/wiki/Special:FilePath/J.Grosvalds%20autoportrait.jpg,1918 flu pandemic,,Great Cemetery,"48.861944444,2.394166666","24.1443443,56.9709947",1920-01-01,40
http://www.wikidata.org/entity/Q4150307,Jāzeps Grosvalds,Riga,"48.947777777, 2.2475","24.106944444,56.9475",http://commons.wikimedia.org/wiki/Special:FilePath/J.Grosvalds%20autoportrait.jpg,influenza,,Great Cemetery,"49.905833333,0.994722222","24.1443443,56.9709947",1920-01-01,41
http://www.wikidata.org/entity/Q740570,Julije Knifer,Osijek,"50.833333333, 6.9","18.670277777,45.560277777",http://commons.wikimedia.org/wiki/Special:FilePath/Julije%20Knifer%20%282001%29.png,,,Mirogoj Cemetery,"48.862444444,2.395888888","15.984444444,45.835694444",2004-12-07,42
http://www.wikidata.org/entity/Q745313,Jules-Élie Delaunay,Nantes,"48.072777777, -0.77","-1.553888888,47.217222222",http://commons.wikimedia.org/wiki/Special:FilePath/Jules-elie%20delaunay%20autoprtrait.jpg,,,Miséricorde cemetery,"48.805833333,2.309166666","-1.5678,47.2232",1891-09-05,43
http://www.wikidata.org/entity/Q2756381,Léon Augustin Lhermitte,Mont-Saint-Père,"46.108888888, 1.368333333","3.489444444,49.075277777",http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Lhermitte%20par%20Nadar.jpg,,,Mont-Saint-Père,"48.9075,2.3475","3.489444444,49.075277777",1925-07-28,44
http://www.wikidata.org/entity/Q2756381,Léon Augustin Lhermitte,Mont-Saint-Père,"43.29695, 5.38107","3.489444444,49.075277777",http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Lhermitte%20par%20Nadar.jpg,,,Mont-Saint-Père,"48.887777777,2.330277777","3.489444444,49.075277777",1925-01-01,45
http://www.wikidata.org/entity/Q558060,Victor Brauner,Piatra Neamț,"43.296666666, 5.376388888","26.370833333,46.9275",http://commons.wikimedia.org/wiki/Special:FilePath/Stamps%20of%20Romania%2C%202003-40.jpg,,,Montmartre Cemetery,"48.887777777,2.330277777","2.330277777,48.887777777",1966-03-12,46
http://www.wikidata.org/entity/Q583460,Esprit Jouffret,Monteux,"53.7485, 28.009166666","4.997222222,44.035555555",http://commons.wikimedia.org/wiki/Special:FilePath/Esprit%20Jouffret.jpg,,,Montmartre Cemetery,"48.838055555,2.326944444","2.330277777,48.887777777",1904-11-06,47
http://www.wikidata.org/entity/Q585852,Carle Vernet,Bordeaux,"55.183333333, 30.166666666","-0.579444444,44.837777777",http://commons.wikimedia.org/wiki/Special:FilePath/Carle%20Vernet%20by%20Robert%20Lefevre.jpg,,,Montmartre Cemetery,"48.838055555,2.326944444","2.330277777,48.887777777",1836-11-27,48
http://www.wikidata.org/entity/Q588746,Jacques-Eugène Feyen,Bey-sur-Seille,"48.856577777, 2.351827777","6.342222222,48.804444444",http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Feyen.jpg,,,Montmartre Cemetery,"48.887777777,2.330277777","2.330277777,48.887777777",1908-07-24,49
http://www.wikidata.org/entity/Q727869,Egide Charles Gustave Wappers,Antwerp,"50.209166666, 36.566666666","4.4,51.216666666",http://commons.wikimedia.org/wiki/Special:FilePath/Baron%20Wappers.jpg,,,Montmartre Cemetery,"48.631388888,2.345277777","2.330277777,48.887777777",1874-12-06,50
http://www.wikidata.org/entity/Q157321,Francis Picabia,Marseille,"41.893055555, 12.482777777","5.38107,43.29695",http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Picabia%2C%20photograph%20published%20in%20Les%20Peintres%20Cubistes%2C%201913.jpg,,,Montmartre Cemetery,"48.838055555,2.326944444","2.330277777,48.887777777",1953-11-30,51
http://www.wikidata.org/entity/Q157321,Francis Picabia,Marseille,"49.494166666, 0.108055555","5.376388888,43.296666666",http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Picabia%2C%20photograph%20published%20in%20Les%20Peintres%20Cubistes%2C%201913.jpg,,,Montmartre Cemetery,"50.52,1.704444444","2.330277777,48.887777777",1953-11-30,52
http://www.wikidata.org/entity/Q161145,Horace Vernet,Paris,"49.443055555, 1.1025","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Emile%20Jean%20Horace%20Vernet%20002.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1863-01-17,53
http://www.wikidata.org/entity/Q212499,Jean-Léon Gérôme,Vesoul,"49.443055555, 1.1025","6.155277777,47.622222222",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Leon%20Gerome.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1904-01-10,54
http://www.wikidata.org/entity/Q219403,Constant Troyon,Sèvres,"44.3, 2.87806","2.210833333,48.823055555",http://commons.wikimedia.org/wiki/Special:FilePath/Constant%20Troyon%201865.jpg,,,Montmartre Cemetery,"43.2912,5.41251","2.330277777,48.887777777",1865-02-21,55
http://www.wikidata.org/entity/Q281998,Jean-Baptiste Debret,Paris,"43.29695, 5.38107","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Debret.jpg,,,Montmartre Cemetery,"43.2912,5.41251","2.330277777,48.887777777",1848-06-28,56
http://www.wikidata.org/entity/Q323496,Alfred Dehodencq,Paris,"43.296666666, 5.376388888","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Dehodencq.jpg,,,Montmartre Cemetery,"43.2912,5.41251","2.330277777,48.887777777",1882-01-02,57
http://www.wikidata.org/entity/Q342467,Théodore Chassériau,Santo Domingo,"47.622222222, 6.155277777","-69.893333333,18.476388888",http://commons.wikimedia.org/wiki/Special:FilePath/Chasseriau-Redingote.jpg,,,Montmartre Cemetery,"48.887777777,2.330277777","2.330277777,48.887777777",1856-10-08,58
http://www.wikidata.org/entity/Q347139,Jean-Baptiste Greuze,Tournus,"45.758888888, 4.841388888","4.912222222,46.561666666",http://commons.wikimedia.org/wiki/Special:FilePath/Autorretrato%20Greuze.JPG,,,Montmartre Cemetery,"48.887222222,2.2675","2.330277777,48.887777777",1805-03-21,59
http://www.wikidata.org/entity/Q405756,Aimé Millet,Paris,"48.823055555, 2.210833333","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Aim%C3%A9%20Millet%20by%20Nadar%20c1856-58.png,,,Montmartre Cemetery,"48.887777777,2.330277777","2.330277777,48.887777777",1891-01-14,60
http://www.wikidata.org/entity/Q433973,Jules Lefebvre,Tournan-en-Brie,"48.856577777, 2.351827777","2.768055555,48.740555555",http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Joseph%20Lefebvre.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1912-02-24,61
http://www.wikidata.org/entity/Q461907,Jean Béraud,Saint Petersburg,"48.959444444, 2.887777777","30.316666666,59.95",http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20B%C3%A9raud%2C%20by%20Jean%20B%C3%A9raud.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1935-10-04,62
http://www.wikidata.org/entity/Q464300,Eva Gonzalès,Paris,"48.959444444, 2.887777777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Eva%20Gonzal%C3%A8s%20%281849-1883%29.jpg,,,Montmartre Cemetery,"48.805833333,2.309166666","2.330277777,48.887777777",1883-05-05,63
http://www.wikidata.org/entity/Q2634077,Ludmilla Tchérina,Paris,"48.435, 2.162222222","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Ludmilla%20Tcherina%201955%20Frankfurt%20airport%20%28cropped%29.jpg,,,Montmartre Cemetery,"48.838055555,2.326944444","2.330277777,48.887777777",2004-03-21,64
http://www.wikidata.org/entity/Q2866094,Ary Renan,Paris,"48.435, 2.162222222","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Ary%20Renan.jpg,,,Montmartre Cemetery,"48.838055555,2.326944444","2.330277777,48.887777777",1900-08-04,65
http://www.wikidata.org/entity/Q3271211,Antoine Léon Morel-Fatio,Rouen,"48.856577777, 2.351827777","1.1025,49.443055555",http://commons.wikimedia.org/wiki/Special:FilePath/Leon%20Morel-Fatio-Emmanuel%20Barcet-IMG%208930.JPG,,,Montmartre Cemetery,"48.805833333,2.309166666","2.330277777,48.887777777",1871-03-02,66
http://www.wikidata.org/entity/Q740396,Václav Brožík,Třemošná,"48.856577777, 2.351827777","13.395051407,49.815938878",http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vil%C3%ADmek%20-%20V%C3%A1clav%20Bro%C5%BE%C3%ADk.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1901-04-15,67
http://www.wikidata.org/entity/Q781120,Augustin Feyen-Perrin,Bey-sur-Seille,"49.822237883, 34.534080026","6.342222222,48.804444444",http://commons.wikimedia.org/wiki/Special:FilePath/Feyen-Perrin-photo.jpg,,,Montmartre Cemetery,"48.8625,2.285277777","2.330277777,48.887777777",1888-10-14,68
http://www.wikidata.org/entity/Q1232255,Jean Alaux,Bordeaux,"50.631944444, 3.0575","-0.579444444,44.837777777",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jean%20Alaux%20dit%20le%20Romain%20par%20Ingres.jpg,,,Montmartre Cemetery,"48.885,2.415","2.330277777,48.887777777",1864-03-02,69
http://www.wikidata.org/entity/Q1494309,Alphonse de Neuville,Saint-Omer,"43.615833333, 3.158888888","2.260833333,50.748333333",http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse-Marie-Adolphe%20de%20Neuville.jpg,,,Montmartre Cemetery,"48.861944444,2.394166666","2.330277777,48.887777777",1885-05-19,70
http://www.wikidata.org/entity/Q1678108,Jacques Soisson,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/JacquesSoisson.tif,,,Montmartre Cemetery,"48.849166666,2.350277777","2.330277777,48.887777777",2012-01-25,71
http://www.wikidata.org/entity/Q46373,Edgar Degas,Paris,"50.075278, 14.405556","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20self%20portrait%201855.jpeg,aneurysm,http://commons.wikimedia.org/wiki/Special:FilePath/Degas%20autograph.png,Montmartre Cemetery,"48.897777777,2.316666666","2.330277777,48.887777777",1917-09-27,72
http://www.wikidata.org/entity/Q46373,Edgar Degas,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20self%20portrait%201855.jpeg,stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Degas%20autograph.png,Montmartre Cemetery,"48.862444444,2.395888888","2.330277777,48.887777777",1917-09-27,73
http://www.wikidata.org/entity/Q519367,Jesús Rafael Soto,Ciudad Bolívar,"43.604444444, 1.443888888","-63.55,8.116666666",http://commons.wikimedia.org/wiki/Special:FilePath/Jes%C3%BAs-Rafael%20Soto%20%281995%29.png,,,Montparnasse Cemetery,"48.8625,2.285277777","2.326944444,48.838055555",2005-01-14,74
http://www.wikidata.org/entity/Q708482,Othon Friesz,Le Havre,"48.856577777, 2.351827777","0.108055555,49.494166666",http://commons.wikimedia.org/wiki/Special:FilePath/Othon%20Friesz%2C%20c.1930.jpg,,,Montparnasse Cemetery,"48.861944444,2.394166666","2.326944444,48.838055555",1949-01-10,75
http://www.wikidata.org/entity/Q160141,Chaim Soutine,Smilavichy,"50.631944444, 3.0575","28.009166666,53.7485",http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20036.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Signature%20of%20Chaim%20Soutine.JPG,Montparnasse Cemetery,"43.433055555,6.735555555","2.326944444,48.838055555",1943-08-09,76
http://www.wikidata.org/entity/Q160172,Ossip Zadkine,Vitebsk,"51.507222222, -0.1275","30.166666666,55.183333333",http://commons.wikimedia.org/wiki/Special:FilePath/Ossip%20Zadkine.png,,,Montparnasse Cemetery,"51.432977,-0.098117","2.326944444,48.838055555",1967-11-25,77
http://www.wikidata.org/entity/Q163543,François Gérard,Rome,"48.856577777, 2.351827777","12.482777777,41.893055555",http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20G%C3%A9rard%20%281770%E2%80%931837%29%2C%20later%20Baron%20G%C3%A9rard%20MET%20DP327712.jpg,,,Montparnasse Cemetery,"48.863333333,2.345","2.326944444,48.838055555",1837-01-11,78
http://www.wikidata.org/entity/Q237911,Louise Abbéma,Étampes,"48.856577777, 2.351827777","2.162222222,48.435",http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20Abb%C3%A9ma%20autoportrait.jpg,,,Montparnasse Cemetery,"48.887777777,2.330277777","2.326944444,48.838055555",1927-07-29,79
http://www.wikidata.org/entity/Q237911,Louise Abbéma,Étampes,"28.48, -16.32","2.162222222,48.435",http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20Abb%C3%A9ma%20autoportrait.jpg,,,Montparnasse Cemetery,"48.838055555,2.326944444","2.326944444,48.838055555",1927-07-10,80
http://www.wikidata.org/entity/Q293314,Óscar Domínguez,San Cristóbal de La Laguna,"52.216666666, 21.033333333","-16.32,28.48",http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20de%20%C3%93scar%20Dom%C3%ADnguez%2C%20Tacoronte.JPG,,,Montparnasse Cemetery,"48.861944444,2.394166666","2.326944444,48.838055555",1957-12-31,81
http://www.wikidata.org/entity/Q309240,Jean Giraud,Nogent-sur-Marne,"48.836666666, 2.4825","2.4825,48.836666666",http://commons.wikimedia.org/wiki/Special:FilePath/Moebius%20Lodz%202008.jpg,,,Montparnasse Cemetery,"48.838055555,2.326944444","2.326944444,48.838055555",2012-03-10,82
