artist,artistLabel,birthPlaceLabel,coordsBP,coordsBPPast,pic,causeLabel,signat,plBurialLabel,plBurialCoords,plBurialCoordsPast,deathDate,generated
http://www.wikidata.org/entity/Q6682,Gustave Doré,Strasbourg,"48.856577777, 2.351827777","7.752222222,48.573333333",http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Dor%C3%A9%2C%20Autoportrait%20%281851%29.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1883-01-23,235
http://www.wikidata.org/entity/Q6682,Gustave Doré,Strasbourg,"50.066666666, 19.95","7.752222222,48.573333333",http://commons.wikimedia.org/wiki/Special:FilePath/Dor%C3%A9%20by%20Nadar%201867%20cropped.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1883-01-23,236
http://www.wikidata.org/entity/Q761853,Louis Hersent,Paris,"46.816666666, 6.5","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Hersent.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1860-10-02,237
http://www.wikidata.org/entity/Q773855,Alfred Stevens,Brussels,"48.856577777, 2.351827777","4.3525,50.846666666",http://commons.wikimedia.org/wiki/Special:FilePath/Stevens%2C%20Alfred%2C%20Erwin%20Hanfstaengl%20phot.%2C%20album%20Manet%2C%20BNF%20Gallica.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1906-08-24,238
http://www.wikidata.org/entity/Q866077,Jean Benner,Mulhouse,"46.533333333, 6.633333333","7.339166666,47.748611111",http://commons.wikimedia.org/wiki/Special:FilePath/Benner%20000.png,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1906-10-28,239
http://www.wikidata.org/entity/Q868615,Pierre Antoine Delalande,Versailles,"47.378611111, 8.54","2.134166666,48.804722222",http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Antoine%20Delalande00.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1823-06-27,240
http://www.wikidata.org/entity/Q911575,Paul-Jacques-Aimé Baudry,La Roche-sur-Yon,"50.631944444, 3.0575","-1.427777777,46.669722222",http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Baudry%201862.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1886-01-17,241
http://www.wikidata.org/entity/Q964484,Julien Dupré,Paris,"45.0725, 7.527222222","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20dupre%20photo%20in%20studio%20from%20catalogue%20web.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1910-04-15,242
http://www.wikidata.org/entity/Q1063936,Charles Joshua Chaplin,Les Andelys,"48.856577777, 2.351827777","1.411666666,49.245555555",http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Chaplin%20%28peintre%29%20par%20C%C3%A9lestin%20Nanteuil.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1891-01-30,243
http://www.wikidata.org/entity/Q1065745,Charles Paul Landon,Nonant-le-Pin,"32.39722, 119.43583","0.220833333,48.706666666",http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Paul%20Landon%20%281760%E2%80%931826%29%2C%20after%20a%20sketch%20by%20Edme%20Quenedey%20%281756%E2%80%931830%29.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1826-03-05,244
http://www.wikidata.org/entity/Q1280412,Jehan Georges Vibert,Paris,"32.39117, 119.43625","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Jehan%20George%20Vibert.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1902-07-28,245
http://www.wikidata.org/entity/Q1335349,Mano Solo,Châlons-en-Champagne,"43.701944444, 7.268333333","4.364444444,48.956666666",http://commons.wikimedia.org/wiki/Special:FilePath/Mano%20Solo%202007-04a.jpg,aneurysm,,Père Lachaise Cemetery,,"2.394166666,48.861944444",2010-01-10,246
http://www.wikidata.org/entity/Q1335349,Mano Solo,Châlons-en-Champagne,"44.837777777, -0.579444444","4.364444444,48.956666666",http://commons.wikimedia.org/wiki/Special:FilePath/Mano%20Solo%202007-04a.jpg,AIDS,,Père Lachaise Cemetery,,"2.394166666,48.861944444",2010-01-10,247
http://www.wikidata.org/entity/Q1362889,James Pradier,Geneva,"46.083333333, 18.216666666","6.15,46.2",http://commons.wikimedia.org/wiki/Special:FilePath/JamesPradier.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1852-06-04,248
http://www.wikidata.org/entity/Q1383731,Henri Le Secq,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Le%20Secq%20portrait.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1882-12-26,249
http://www.wikidata.org/entity/Q1450817,François-Auguste Parseval-Grandmaison,Paris,"48.20833, 16.373064","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Auguste%20Parseval-Grandmaison.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1834-12-07,250
http://www.wikidata.org/entity/Q1472208,Jean-Baptiste Jacques Augustin,Saint-Dié-des-Vosges,"43.275555555, 11.988055555","6.949166666,48.284166666",http://commons.wikimedia.org/wiki/Special:FilePath/JacquesAugustinSelfportrait1796.jpg,cholera,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1832-04-13,251
http://www.wikidata.org/entity/Q1606016,Henri Rouart,Paris,"48.872674, 2.340506","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rouart%20por%20Degas.JPG,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1912-01-02,252
http://www.wikidata.org/entity/Q1677808,Jacqueline Comerre-Paton,Paris,"47.323055555, 5.041944444","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Comerre%2C%20Portrait%20de%20la%20femme%20de%20l%27artiste%2C%20StrasbourgMAMCS%20%282%29.JPG,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1955-01-01,253
http://www.wikidata.org/entity/Q1682429,Jan Frans van Dael,Antwerp,"48.856577777, 2.351827777","4.4,51.216666666",http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Jacques%20Fran%C3%A7ois%20Faust%20Lef%C3%A8vre%20-%20Portrait%20of%20the%20painter%20Jan%20Frans%20van%20Dael.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1840-03-20,254
http://www.wikidata.org/entity/Q1684579,Jean-Achille Benouville,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Achille%20Benouville%20Carjat%20BNF%20Gallica.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1891-02-08,255
http://www.wikidata.org/entity/Q1987835,Pierre Prévost,Montigny-le-Gannelon,"43.934166666, 3.708333333","1.234444444,48.014444444",http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Prevost%20Preliminary%20canvas%20for%20the%20Panorama%20of%20Constantinople%2C%20detail%2C%201818.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1823-08-30,256
http://www.wikidata.org/entity/Q2067613,Auguste Couder,Paris,"41.01, 28.960277777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Couder%20BNF%20Gallica.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1873-07-21,257
http://www.wikidata.org/entity/Q2067613,Auguste Couder,London,"48.856577777, 2.351827777","-0.1275,51.507222222",http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Couder%20BNF%20Gallica.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1873-07-21,258
http://www.wikidata.org/entity/Q2085926,Léon Riesener,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Leon%20Riesener.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1878-05-25,259
http://www.wikidata.org/entity/Q6682,Gustave Doré,Strasbourg,"48.812222222, 6.719722222","7.752222222,48.573333333",http://commons.wikimedia.org/wiki/Special:FilePath/Carolus-Duran%2C%20Portrait%20de%20Gustave%20Dor%C3%A9%2C%20StrasbourgMAMCS%20%282%29.JPG,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1883-01-23,260
http://www.wikidata.org/entity/Q7229,Marie-Anne Pierrette Paulze,Montbrison,"48.856577777, 2.351827777","4.065277777,45.6075",http://commons.wikimedia.org/wiki/Special:FilePath/David%20-%20Portrait%20of%20Monsieur%20Lavoisier%20and%20His%20Wife%20%28cropped%29.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1836-02-10,261
http://www.wikidata.org/entity/Q7229,Marie-Anne Pierrette Paulze,Montbrison,"48.856577777, 2.351827777","4.065277777,45.6075",http://commons.wikimedia.org/wiki/Special:FilePath/David%20-%20Portrait%20of%20Monsieur%20Lavoisier%20and%20His%20Wife.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1836-02-10,262
http://www.wikidata.org/entity/Q23380,Jean Auguste Dominique Ingres,Montauban,"54.2, 37.616666666","1.355,44.017222222",http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%2C%20Self-portrait.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%20autograph.png,Père Lachaise Cemetery,,"2.394166666,48.861944444",1867-01-14,263
http://www.wikidata.org/entity/Q33477,Eugène Delacroix,Saint-Maurice,"49.233069251, 33.132037128","2.434722222,48.818333333",http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Ferdinand%20Victor%20Delacroix%20051.jpg,tuberculosis,http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix%20autograph.png,Père Lachaise Cemetery,,"2.394166666,48.861944444",1863-08-13,264
http://www.wikidata.org/entity/Q34013,Georges Seurat,Paris,"49.233069251, 33.132037128","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%201888.jpg,tuberculosis,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20autograph.png,Père Lachaise Cemetery,,"2.394166666,48.861944444",1891-03-29,265
http://www.wikidata.org/entity/Q20988913,Suzanne Eisendieck,Gdańsk,"48.856577777, 2.351827777","18.633333333,54.366666666",http://commons.wikimedia.org/wiki/Special:FilePath/Cafe%20Les%20Deux%20Magots%20Paris.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Eisendieck%20signature.jpg,Père Lachaise Cemetery,,"2.394166666,48.861944444",1998-06-15,266
http://www.wikidata.org/entity/Q20988913,Suzanne Eisendieck,Gdańsk,"45.636111111, 13.804166666","18.64637,54.35205",http://commons.wikimedia.org/wiki/Special:FilePath/Cafe%20Les%20Deux%20Magots%20Paris.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Eisendieck%20signature.jpg,Père Lachaise Cemetery,,"2.394166666,48.861944444",1998-06-15,267
http://www.wikidata.org/entity/Q48817,Ignacio Merino,Piura,"54.325277777, 10.140555555","-80.625277777,-5.200833333",http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20Merino.jpg,tuberculosis,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1876-03-17,268
http://www.wikidata.org/entity/Q63527,Ferdinand Heilbuth,Hamburg,"48.856577777, 2.351827777","10.0,53.55",http://commons.wikimedia.org/wiki/Special:FilePath/Bingham%20-%20Ferdinand%20Heilbuth%2001.jpg,,,Père Lachaise Cemetery,,"2.394166666,48.861944444",1889-11-19,269
http://www.wikidata.org/entity/Q8860632,Konstanty Brandel,Warsaw,"48.856577777, 2.351827777","21.033333333,52.216666666",http://commons.wikimedia.org/wiki/Special:FilePath/Brandel.jpg,,,Powązki Cemetery,,"20.972777777,52.251944444",1970-12-07,270
http://www.wikidata.org/entity/Q3132672,Henry Caro-Delvaille,Bayonne,"44.837777777, -0.579444444","-1.476388888,43.4925",http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Caro-Delvaille%20par%20Nadar.jpg,,,Q12254687,,"-1.46583333,43.50380556",1928-07-01,271
http://www.wikidata.org/entity/Q2932464,Cabu,Châlons-en-Champagne,"43.658055555, 6.925277777","4.364444444,48.956666666",http://commons.wikimedia.org/wiki/Special:FilePath/CABU%20AOUT%202012.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Cabu%20signature.jpg,Q51126089,,"4.358524,48.959468",2015-01-07,272
http://www.wikidata.org/entity/Q647934,Joseph-Marie Vien,Montpellier,"49.847777777, 3.285555555","3.877230555,43.610919444",http://commons.wikimedia.org/wiki/Special:FilePath/JMVien.jpg,,,Rome,,"12.482777777,41.893055555",1809-03-27,273
http://www.wikidata.org/entity/Q1356084,Robert Nanteuil,Reims,"48.847777777, 2.439166666","4.028611111,49.265277777",http://commons.wikimedia.org/wiki/Special:FilePath/R%20Nanteuil%20autoportrait.jpg,,,Saint-André-des-Arts Church,,"2.34277778,48.85305556",1678-12-09,274
http://www.wikidata.org/entity/Q1356084,Robert Nanteuil,Reims,"48.856577777, 2.351827777","4.028611111,49.265277777",http://commons.wikimedia.org/wiki/Special:FilePath/RobertNanteuilSelfPortrait.jpg,,,Saint-André-des-Arts Church,,"2.34277778,48.85305556",1678-12-09,275
http://www.wikidata.org/entity/Q3751077,Francisque Millet,Antwerp,"50.0, 36.229166666","4.4,51.216666666",http://commons.wikimedia.org/wiki/Special:FilePath/Francisque%20Millet%20-%20mountain%20landscape%20with%20lightning.JPG,,,"Saint-Nicholas-des-Champs, Paris",,"2.353889,48.865278",1679-01-01,276
http://www.wikidata.org/entity/Q271676,Charles Le Brun,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Le%20brun.jpg,,,Saint-Nicolas-du-Chardonnet,,"2.350277777,48.849166666",1690-02-22,277
http://www.wikidata.org/entity/Q156889,Suzanne Valadon,Bessines-sur-Gartempe,"48.856577777, 2.351827777","1.368333333,46.108888888",http://commons.wikimedia.org/wiki/Special:FilePath/Suzanne%20Valadon%20Photo.jpg,,,Saint-Ouen Cemetery,,"2.3475,48.9075",1938-04-07,278
http://www.wikidata.org/entity/Q371905,Alphonse Allais,Honfleur,"50.458055555, 2.947222222","0.233055555,49.418888888",http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Allais%20Late%2019th%20Century%20Posters.jpg,,,Saint-Ouen Cemetery,,"2.3475,48.9075",1905-10-28,279
http://www.wikidata.org/entity/Q3164327,Jean-Baptiste Olive,Marseille,"48.171944444, 2.251944444","5.38107,43.29695",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Olive%20-%20Vue%20du%20port%20de%20Marseille.jpg,,,Saint-Ouen Cemetery,,"2.3475,48.9075",1936-01-01,280
http://www.wikidata.org/entity/Q3164327,Jean-Baptiste Olive,Marseille,"47.547777777, 5.860833333","5.376388888,43.296666666",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Olive%20-%20Vue%20du%20port%20de%20Marseille.jpg,,,Saint-Ouen Cemetery,,"2.3475,48.9075",1936-01-01,281
http://www.wikidata.org/entity/Q867584,Louis Nicolas Philippe Auguste de Forbin,La Roque-d'Anthéron,"49.305833333, 1.611388888","5.310833333,43.714722222",http://commons.wikimedia.org/wiki/Special:FilePath/Boilly%2C%20Julien-L%C3%A9opold%20%28Lithographe%29%20Auguste%20de%20Forbin.jpg,,,Saint-Pierre Cemetery,,"5.459511,43.523759",1841-02-23,282
http://www.wikidata.org/entity/Q127171,Jean-Honoré Fragonard,Grasse,"49.866666666, 8.65","6.925277777,43.658055555",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20023.jpg,,,Saint-Roch,,"2.332608,48.865327",1806-08-22,283
http://www.wikidata.org/entity/Q737170,Henri de Favanne,London,"48.856577777, 2.351827777","-0.1275,51.507222222",http://commons.wikimedia.org/wiki/Special:FilePath/Autoportrait%20d%27Henri%20de%20Favanne.jpg,,,Saint-Roch,,"2.332608,48.865327",1752-04-27,284
http://www.wikidata.org/entity/Q706041,Théophile Steinlen,Lausanne,"48.856577777, 2.351827777","6.633333333,46.533333333",http://commons.wikimedia.org/wiki/Special:FilePath/Steinlen%20by%20Pieter%20Dupont.jpg,,,Saint-Vincent Cemetery,,"2.339222222,48.888963888",1923-12-14,285
http://www.wikidata.org/entity/Q3009667,Cândido de Faria,Rio de Janeiro,"50.725555555, 1.613888888","-43.196388888,-22.908333333",http://commons.wikimedia.org/wiki/Special:FilePath/En%20r%27venant%20du%20premier%20mai.%20Illustration%20Faria.jpg,,,Saint-Vincent Cemetery,,"2.339222222,48.888963888",1911-12-17,286
http://www.wikidata.org/entity/Q6698973,Ludovic Rodo Pissarro,Paris,"43.610919444, 3.877230555","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Rodo%20Pissarro%20reading.jpg,,,Saint-Vincent Cemetery,,"2.339222222,48.888963888",1952-01-01,287
http://www.wikidata.org/entity/Q740524,Louis-Robert Carrier-Belleuse,Paris,"43.771388888, 11.254166666","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Rlcarrierebelleuse.jpg,,,Saint-Vincent Cemetery,,"2.339222222,48.888963888",1913-06-14,288
http://www.wikidata.org/entity/Q161858,Zinaida Serebriakova,Neskuchnoye,"47.217222222, -1.553888888","36.566666666,50.209166666",http://commons.wikimedia.org/wiki/Special:FilePath/Serebryakova%20SefPortrait.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1967-09-19,289
http://www.wikidata.org/entity/Q381950,Antoine Pevsner,Klimavichy,"50.846666666, 4.3525","31.95,53.616666666",http://commons.wikimedia.org/wiki/Special:FilePath/Pevsner-UCV.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1962-04-12,290
http://www.wikidata.org/entity/Q433067,Konstantin Somov,Saint Petersburg,"43.948611111, 4.808333333","30.316666666,59.95",http://commons.wikimedia.org/wiki/Special:FilePath/K.%20Somow.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1939-05-06,291
http://www.wikidata.org/entity/Q437792,Konstantin Korovin,Moscow,"48.856577777, 2.351827777","37.617777777,55.755833333",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Konstantin%20Korovin.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1939-09-11,292
http://www.wikidata.org/entity/Q3498169,Dmitri Stelletsky,Brest,"52.084166666, 4.3175","23.666666666,52.133333333",http://commons.wikimedia.org/wiki/Special:FilePath/Dmitry%20Stelletski%20Drawings.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1947-02-12,293
http://www.wikidata.org/entity/Q4255011,Q4255011,Odessa,"48.856577777, 2.351827777","30.743444,46.485722",http://commons.wikimedia.org/wiki/Special:FilePath/Mischa010.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1942-02-11,294
http://www.wikidata.org/entity/Q4255011,Q4255011,Odessa,"48.856577777, 2.351827777","30.73262,46.47747",http://commons.wikimedia.org/wiki/Special:FilePath/Mischa010.jpg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1942-02-11,295
http://www.wikidata.org/entity/Q14216837,Nicolas Millioti,Moscow,"48.856577777, 2.351827777","37.617777777,55.755833333",http://commons.wikimedia.org/wiki/Special:FilePath/Nikolay%20Milioti%20by%20N.%20Sapunov.jpeg,,,Sainte-Geneviève-des-Bois Russian Cemetery,,"2.345277777,48.631388888",1962-12-26,296
http://www.wikidata.org/entity/Q372277,Alexey Bogolyubov,Pomerania (village),"48.454722222, 7.208611111","31.316080555,59.305497222",http://commons.wikimedia.org/wiki/Special:FilePath/Bogolubov%20AP.jpg,,,Tikhvin Cemetery,,"30.386317,59.922829",1896-10-27,297
http://www.wikidata.org/entity/Q170076,Jean Dubuffet,Le Havre,"50.64528, 5.57568","0.108055555,49.494166666",http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Monti%20-%20Serie%20fotografica%20%28Italia%2C%201960%29%20-%20BEIC%206363665.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/SignatureDubuffet%20%28cropped%29.jpg,Tubersent,,"1.704444444,50.52",1985-05-12,298
http://www.wikidata.org/entity/Q153793,Georges Braque,Argenteuil,"52.084166666, 4.3175","2.2475,48.947777777",http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Braque%2C%201908%2C%20photograph%20published%20in%20Gelett%20Burgess%2C%20The%20Wild%20Men%20of%20Paris%2C%20Architectural%20Record%2C%20May%201910.jpg,,,Varengeville-sur-Mer,,"0.994722222,49.905833333",1963-08-31,299
http://www.wikidata.org/entity/Q7833,Boris Vian,Ville-d'Avray,"47.392777777, 0.688333333","2.193333333,48.826111111",http://commons.wikimedia.org/wiki/Special:FilePath/Boris%20Vian%20-%20WIKI.jpg,myocardial infarction,,Ville-d'Avray,,"2.193333333,48.826111111",1959-06-23,300
http://www.wikidata.org/entity/Q276064,Maria Zambaco,London,"47.392777777, 0.688333333","-0.1275,51.507222222",http://commons.wikimedia.org/wiki/Special:FilePath/Zambocco1.png,,,West Norwood Cemetery,,"-0.098117,51.432977",1914-07-14,301
http://www.wikidata.org/entity/Q93540,Louis Muraton,Tours,"37.979444444, 23.716111111","0.688333333,47.392777777",http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Muraton%20The%20Photographer.jpg,,,,,,1919-11-20,302
http://www.wikidata.org/entity/Q93692,Élisabeth Sophie Chéron,Paris,"44.493888888, 11.342777777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth-Sophie%20Ch%C3%A9ron.jpg,,,,,,1711-09-03,303
http://www.wikidata.org/entity/Q113536,Charles-Antoine Coypel,Paris,"44.64582, 10.92572","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Antoine%20Coypel.jpg,,,,,,1752-06-15,304
http://www.wikidata.org/entity/Q117887,Ludwik de Laveaux,Kraków,"47.392777777, 0.688333333","19.95,50.066666666",http://commons.wikimedia.org/wiki/Special:FilePath/Laveaux%20Self-portrait%20with%20a%20palette.jpg,tuberculosis,,,,,1894-04-05,305
http://www.wikidata.org/entity/Q118431,Gérard Ernest Schneider,Sainte-Croix,"48.856577777, 2.351827777","6.5,46.816666666",http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Monti%20-%20Servizio%20fotografico%20%28Italia%2C%201961%29%20-%20BEIC%206361589.jpg,,,,,,1986-07-08,306
http://www.wikidata.org/entity/Q118810,Marie-Guillemine Benoist,Paris,"48.856577777, 2.351827777","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Guillemine%20Benoist.jpg,,,,,,1826-10-08,307
http://www.wikidata.org/entity/Q123740,Félix Vallotton,Lausanne,"48.856577777, 2.351827777","6.633333333,46.533333333",http://commons.wikimedia.org/wiki/Special:FilePath/Vallotton-Autoportrait.jpg,,,,,,1925-12-29,308
http://www.wikidata.org/entity/Q124099,Karl Bodmer,Zürich,"48.856577777, 2.351827777","8.54,47.378611111",http://commons.wikimedia.org/wiki/Special:FilePath/Photograph%20of%20Karl%20Bodmer%20%281877%29.jpg,,,,,,1893-10-30,309
http://www.wikidata.org/entity/Q127266,Jean Dewasne,Lille,"48.856577777, 2.351827777","3.0575,50.631944444",http://commons.wikimedia.org/wiki/Special:FilePath/Dewasne%20jean.png,,,,,,1999-07-23,310
http://www.wikidata.org/entity/Q128954,Charles-Amédée-Philippe van Loo,Rivoli,"50.846666666, 4.3525","7.527222222,45.0725",http://commons.wikimedia.org/wiki/Special:FilePath/Labille-Guiard%2C%20van%20Loo.jpg,,,,,,1795-11-15,311
http://www.wikidata.org/entity/Q128964,André Charles Boulle,Paris,"45.758888888, 4.841388888","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20van%20Soest.png,,,,,,1732-02-28,312
http://www.wikidata.org/entity/Q148400,Pan Yuliang,Yangzhou,"41.3825, 2.176944444","32.4176669,119.3489853",http://commons.wikimedia.org/wiki/Special:FilePath/Pan%20Yuliang.jpg,,,,,,1977-06-13,313
http://www.wikidata.org/entity/Q148400,Pan Yuliang,Yangzhou,"48.856577777, 2.351827777","32.4176669,119.3489853",http://commons.wikimedia.org/wiki/Special:FilePath/Pan%20Yuliang.jpg,,,,,,1977-06-13,314
http://www.wikidata.org/entity/Q154335,Yves Klein,Nice,"48.692777777, 6.183611111","7.268333333,43.701944444",http://commons.wikimedia.org/wiki/Special:FilePath/YK%20ph%200417.jpg,myocardial infarction,,,,,1962-06-06,315
http://www.wikidata.org/entity/Q154349,Odilon Redon,Bordeaux,"48.856577777, 2.351827777","-0.579444444,44.837777777",http://commons.wikimedia.org/wiki/Special:FilePath/Odilon%20Redon.jpg,,,,,,1916-07-06,316
http://www.wikidata.org/entity/Q154448,Victor Vasarely,Pécs,"45.5667, -73.2","18.216666666,46.083333333",http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Vasarely.jpg,,,,,,1997-03-15,317
http://www.wikidata.org/entity/Q164279,François Chauveau,Paris,"48.0, -75.0","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Chauveau.jpg,,,,,,1676-02-03,318
http://www.wikidata.org/entity/Q165388,Otto von Thoren,Vienna,"43.343333333, 3.216111111","16.373064,48.20833",http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20von%20Thoren%2C%20enfants%20jouant%20sur%20la%20plage%20de%20Trouville.JPG,,,,,,1889-07-15,319
http://www.wikidata.org/entity/Q169984,Gino Severini,Cortona,"48.856577777, 2.351827777","11.988055555,43.275555555",http://commons.wikimedia.org/wiki/Special:FilePath/Gino%20Severini.jpg,,,,,,1966-02-26,320
http://www.wikidata.org/entity/Q174477,Fernand Pelez,former 2nd arrondissement of Paris,"48.856577777, 2.351827777","2.340506,48.872674",http://commons.wikimedia.org/wiki/Special:FilePath/Fernand%20Pelez.jpg,,,,,,1913-08-07,321
http://www.wikidata.org/entity/Q177565,Virginie Ancelot,Dijon,"48.856577777, 2.351827777","5.041944444,47.323055555",http://commons.wikimedia.org/wiki/Special:FilePath/Ancelotmme.JPG,,,,,,1875-03-20,322
http://www.wikidata.org/entity/Q180932,François Boucher,Paris,"47.902222222, 1.904166666","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Boucher%20par%20Gustav%20Lundberg%201741.jpg,,http://commons.wikimedia.org/wiki/Special:FilePath/Boucher%20autograph.png,,,,1770-05-30,323
http://www.wikidata.org/entity/Q188172,Nicolas Lancret,Paris,"50.846666666, 4.3525","2.351827777,48.856577777",http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Lancret.jpg,,,,,,1743-09-14,324
http://www.wikidata.org/entity/Q201157,George Roux,Ganges,"42.357777777, -71.061666666","3.708333333,43.934166666",http://commons.wikimedia.org/wiki/Special:FilePath/Roux%201890%20Hetzel%20Ad.JPG,,,,,,1929-01-01,325
http://www.wikidata.org/entity/Q203768,Abdülmecid II,Istanbul,"43.125, 5.930555555","28.960277777,41.01",http://commons.wikimedia.org/wiki/Special:FilePath/AbdulmecidII.jpg,,,,,,1944-08-23,326
